page,region,label,taux_pauvrete,vulnerabilite,severite,inegalite,idh,ids
41,ORIENTAL,Oujda-Angad Isly,21.25,23.02,2.42,33.68,0.588,0.802
41,ORIENTAL,Berkane Fezouane,21.24,23.67,2.29,33.39,0.576,0.62
41,ORIENTAL,Nador Ras El Ma,21.23,24.91,2.18,32.38,0.526,0.53
41,ORIENTAL,Berkane Aghbal,21.23,23.23,2.33,33.83,0.609,0.725
41,ORIENTAL,Nador Al Barkanyene,21.17,24.48,2.13,30.05,0.368,0.396
41,ORIENTAL,Nador Tafersit (AC),20.62,23.4,2.16,39.6,0.611,
41,ORIENTAL,Oujda-Angad Bni Drar (M),20.48,24.07,2.08,37.29,0.657,
41,ORIENTAL,Jerada Sidi Boubker (AC),20.28,21.28,2.23,56.5,0.705,
41,ORIENTAL,Nador Selouane,19.96,22.6,2.25,34.25,0.528,0.573
41,ORIENTAL,Berkane Madagh,19.5,22.77,2.13,34.22,0.564,0.686
41,ORIENTAL,Nador Temsamane,19.38,21.89,2.09,34.35,0.526,0.28
41,ORIENTAL,Figuig Bouarfa (M),19.32,20.02,2.21,43.62,0.661,
41,ORIENTAL,Nador Ihaddadene,19.06,23.04,1.98,30.21,0.532,0.323
41,ORIENTAL,NADOR Ferkhana (AC),18.95,24.27,1.78,36.42,0.633,
41,ORIENTAL,Nador Al Aaroui (M),18.85,21.35,1.96,40.8,0.645,
41,ORIENTAL,Nador Tsaft,18.24,22.99,1.83,32.81,0.528,0.408
41,ORIENTAL,Jerada Touissit (M),18.16,20.88,1.92,38.71,0.663,
41,ORIENTAL,Nador Ouardana,18.15,22.21,1.9,32.98,0.558,0.569
41,ORIENTAL,Nador Bouarg,18.11,22.5,1.78,34.16,0.554,0.398
42,ORIENTAL,FIGUIG Talsint (AC),17.89,20.07,1.97,39.12,0.512,
42,ORIENTAL,Berkane Zegzel,17.78,22.34,1.86,33.23,0.569,0.709
42,ORIENTAL,Oujda-Angad Ahl Angad,17.6,20.91,1.96,34.33,0.557,0.541
42,ORIENTAL,Nador Driouch (AC),17.58,20.15,1.88,41.87,0.582,
42,ORIENTAL,Nador Dar El Kebdani Centre (AC),17.55,20.4,1.92,41.83,0.643,
42,ORIENTAL,Nador Ben Taieb,17.4,22.29,1.78,33.52,0.564,0.409
42,ORIENTAL,Nador Oulad Daoud Zkhanine,17.37,22.78,1.71,32.24,0.539,0.216
42,ORIENTAL,Nador Oulad Settout,17.35,21.86,1.82,33.72,0.524,0.485
42,ORIENTAL,Oujda-Angad Bni Khaled,16.92,21.78,1.75,32.72,0.566,0.645
42,ORIENTAL,Nador Zaio (M),16.91,20.94,1.69,40.14,0.638,
42,ORIENTAL,Nador Tafersit,16.81,21.47,1.77,33.37,0.501,0.44
42,ORIENTAL,Nador Bni Chiker,16.69,20.58,1.77,35.01,0.597,0.365
42,ORIENTAL,Taourirt Melg El Ouidane,16.67,21.75,1.67,32.4,0.544,0.619
42,ORIENTAL,Nador Ben Taieb (AC),16.63,21.05,1.71,39.74,0.627,
42,ORIENTAL,Nador Bouizazarene Ihaddadene (AC),16.61,22.9,1.56,37.22,0.626,
42,ORIENTAL,Jerada Sidi Boubker,16.42,19.57,1.85,29.75,0.522,0.654
42,ORIENTAL,Berkane Chouihia,16.11,20.79,1.67,33.04,0.567,0.553
42,ORIENTAL,Berkane Aklim (M),15.96,19.1,1.68,39.91,0.66,
42,ORIENTAL,Taourirt Gteter,15.93,21.25,1.57,32.56,0.522,0.323
42,ORIENTAL,Nador Iferni,15.48,20.2,1.58,33.58,0.574,0.402
42,ORIENTAL,Figuig Figuig (M),15.46,17.4,1.73,40.94,0.652,
42,ORIENTAL,Nador Azlaf,15.38,20.59,1.58,33.02,0.575,0.524
42,ORIENTAL,Berkane Ain Erreggada (M),15.17,20.92,1.51,36.19,0.638,
42,ORIENTAL,Nador Midar (AC),15.02,18.99,1.6,41.19,0.672,
42,ORIENTAL,Berkane Sidi Slimane Echcharraa (M,14.9,21.07,1.38,37.24,0.636,
42,ORIENTAL,Berkane Bouhdila (AC),14.79,18.86,1.43,43.58,0.641,
42,ORIENTAL,Nador Farkhana,14.7,18.91,1.55,35.53,0.621,0.666
42,ORIENTAL,Nador Iksane,14.28,19.74,1.46,33.81,0.626,0.635
42,ORIENTAL,Nador Bni Sidel Jbel,14.17,20.19,1.36,34.17,0.594,0.508
42,ORIENTAL,Berkane Boughriba,13.97,19.84,1.29,33.33,0.57,0.588
42,ORIENTAL,Taourirt Debdou (M),13.53,19.34,1.32,38.73,0.617,
42,ORIENTAL,Nador Jaadar (AC),13.49,19.46,1.31,39.41,0.679,
42,ORIENTAL,Nador Kassita (AC),13.48,17.35,1.39,41.72,0.668,
42,ORIENTAL,Nador Bni Chiker (AC),13.36,18.39,1.28,38.36,0.681,
42,ORIENTAL,Figuig Ain Chouater,13.33,19.5,1.22,27.98,0.571,0.969
42,ORIENTAL,Nador Bni Bouifrour,13.08,19.58,1.25,32.75,0.577,0.668
42,ORIENTAL,Berkane Laatamna,12.98,19.13,1.2,33.89,0.606,0.801
42,ORIENTAL,Nador Arekmane,12.48,19.06,1.19,33.61,0.598,0.33
42,ORIENTAL,Figuig Bouanane (AC),12.28,18.21,1.19,40.3,0.66,
42,ORIENTAL,Nador Taouima (AC),12.27,17.94,1.14,37.98,0.702,
42,ORIENTAL,Nador Kariat Arekmane (AC),11.73,17.3,1.06,42.29,0.651,
43,ORIENTAL,Nador Bni Ansar (M),11.64,17.39,1.06,43.38,0.691,
43,ORIENTAL,Nador Iaazzanene,11.57,17.48,1.09,34.01,0.618,0.533
43,ORIENTAL,Oujda-Angad Oujda (M),10.86,15.75,1.02,42.2,0.695,
43,ORIENTAL,Berkane Ahfir (M),10.53,16.22,0.99,38.72,0.652,
43,ORIENTAL,Nador Zeghanghane (M),10.28,16.26,0.95,38.78,0.643,
43,ORIENTAL,Figuig Bni Tadjite (AC),9.85,15.89,0.91,41.8,0.653,
43,ORIENTAL,Oujda-Angad Naima (M),9.53,14.7,0.96,34.41,0.7,
43,ORIENTAL,Nador Ras El Ma (AC),9.51,17.25,0.81,38.69,0.679,
43,ORIENTAL,Berkane Berkane (M),9.21,14.91,0.82,40.97,0.674,
43,ORIENTAL,Berkane Madagh (AC),8.17,13.9,0.7,36.2,0.68,
43,ORIENTAL,Nador Kourouna (AC),8.12,11.65,0.76,42.08,0.703,
43,ORIENTAL,Nador Selouane (AC),7.78,11.76,0.74,43.0,0.714,
43,ORIENTAL,Nador Nador (M),7.44,12.95,0.65,42.66,0.679,
43,ORIENTAL,Berkane Saidia (M),5.56,10.82,0.45,42.84,0.678,
44,GRAND CASABLANCA,Médiouna Lahraouyine (AC),20.22,25.4,1.86,33.35,0.626,
44,GRAND CASABLANCA,Nouaceur Lamkansa (AC),14.74,21.34,1.33,35.03,0.654,
44,GRAND CASABLANCA,Mediouna Mediouna (M),8.65,15.14,0.73,37.58,0.692,
44,GRAND CASABLANCA,Mohammadia Lamkansa (AC),8.23,14.57,0.66,44.64,0.698,
44,GRAND CASABLANCA,Mohammedia Ain Harrouda(M),7.42,13.35,0.6,40.36,0.688,
44,GRAND CASABLANCA,Nouaceur Nouaceur (M),7.37,12.87,0.61,41.36,0.704,
44,GRAND CASABLANCA,Mohammedia Sidi Moussa Ben Ali,6.91,13.44,0.58,36.0,0.637,0.718
44,GRAND CASABLANCA,Mediouna Sidi Hajjaj Oued Hassar,6.85,13.06,0.59,35.88,0.644,0.705
44,GRAND CASABLANCA,Nouaceur Oulad Salah,6.82,13.24,0.57,34.86,0.656,0.614
44,GRAND CASABLANCA,Nouceau Bouskoura (AC),6.41,13.33,0.46,39.93,0.706,
44,GRAND CASABLANCA,Mediouna Tit Mellil (M),6.41,12.82,0.51,38.48,0.708,
44,GRAND CASABLANCA,Mediouna Al Majjatia Oulad Taleb,5.86,12.07,0.47,35.49,0.662,0.757
44,GRAND CASABLANCA,Nouaceur Dar Bouazza,5.75,11.33,0.5,37.69,0.643,0.756
44,GRAND CASABLANCA,Nouaceur Bouskoura,5.57,11.08,0.48,37.49,0.665,0.743
44,GRAND CASABLANCA,Mediouna Lahraouyine,5.36,11.21,0.45,35.64,0.629,0.711
44,GRAND CASABLANCA,Mohammedia Sidi Moussa Majdoub,5.34,12.62,0.4,34.24,0.643,0.755
44,GRAND CASABLANCA,Mohammedia Bni Yakhlef,5.27,11.28,0.41,34.91,0.627,0.792
44,GRAND CASABLANCA,Casablanca Sidi Moumen (AR),4.97,9.85,0.38,39.6,0.734,
44,GRAND CASABLANCA,Casablanca Aîn-Sebaâ (AR),4.55,8.65,0.36,43.2,0.749,
44,GRAND CASABLANCA,Casablanca Moulay Rachid (AR),4.25,11.15,0.27,37.25,0.71,
44,GRAND CASABLANCA,Casablanca Ben M'Sick (AR),4.19,10.11,0.29,36.43,0.705,
44,GRAND CASABLANCA,Mohammedia Ech-challalate,4.18,9.78,0.32,34.72,0.668,0.907
44,GRAND CASABLANCA,Casablanca Anfa (AR),3.14,6.39,0.24,51.66,0.798,
44,GRAND CASABLANCA,Mohammedia Mohammedia (M),3.05,7.09,0.23,44.1,0.74,
44,GRAND CASABLANCA,Casablanca Sidi Othmane (AR),2.9,8.83,0.17,36.53,0.714,
44,GRAND CASABLANCA,Casablanca Sbata (AR),2.77,7.66,0.18,37.44,0.726,
44,GRAND CASABLANCA,Casablanca Al-Fida (AR),2.52,7.93,0.15,36.45,0.723,
44,GRAND CASABLANCA,Casablanca Mers-Sultan (AR),2.37,7.57,0.13,41.41,0.737,
44,GRAND CASABLANCA,Casablanca Aîn-Chock (AR),2.08,5.33,0.14,43.65,0.76,
44,GRAND CASABLANCA,Casablanca Sidi Belyout (AR),1.95,6.07,0.11,44.43,0.758,
44,GRAND CASABLANCA,Casablanca Hay-Hassani (AR),1.75,5.39,0.1,43.12,0.756,
44,GRAND CASABLANCA,Casablanca Hay Mohammadi (AR),1.65,5.97,0.09,36.7,0.738,
44,GRAND CASABLANCA,Casablanca El Maarif (AR),1.62,3.83,0.11,47.26,0.804,
44,GRAND CASABLANCA,Casablanca Sidi Bernoussi (AR),1.35,4.45,0.08,39.28,0.763,
44,GRAND CASABLANCA,Casablanca Mechouar de Casablanca (M),1.03,3.55,0.06,42.65,0.77,
44,GRAND CASABLANCA,Casablanca Assoukhour Assawda (AR),0.81,2.65,0.05,39.7,0.785,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Moulay Driss Aghbal,27.32,24.53,3.4,35.35,0.492,0.313
45,RABAT-SALE-ZEMMOUR-ZAER,KHEMISSET Maaziz (AC),26.87,21.92,4.09,38.69,0.639,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset M'qam Tolba,25.08,24.68,2.93,35.17,0.508,0.326
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ain Sbit,23.45,22.75,2.81,38.77,0.551,0.411
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Jemaat Moul Blad,22.88,25.07,2.3,34.68,0.522,0.304
45,RABAT-SALE-ZEMMOUR-ZAER,Salé Shoul,22.86,25.6,2.34,34.45,0.525,0.268
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Yadine,21.99,23.88,2.47,35.44,0.501,0.361
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Ichou,21.98,25.45,2.13,31.67,0.417,0.351
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Laghoualem,21.76,22.39,2.51,36.67,0.543,0.229
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset El Ganzra,20.65,23.63,2.32,34.27,0.474,0.386
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Ikkou,20.62,23.67,2.17,34.44,0.544,0.233
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Sidi Boukhalkhal,20.61,24.51,2.15,33.11,0.465,0.303
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Bouqachmir,20.26,25.57,1.97,31.74,0.384,0.257
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ain Johra,20.18,23.18,2.17,34.52,0.532,0.265
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ezzhiliga,19.97,22.86,2.1,38.06,0.535,0.409
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Mimoune,19.73,23.71,1.94,35.52,0.53,0.387
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Brachoua,19.62,21.71,2.23,37.94,0.561,0.409
45,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Ain El Aouda (M),19.5,22.09,2.5,40.67,0.645,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Oulmes,18.89,21.58,2.11,37.84,0.508,0.319
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Sfassif,18.66,23.79,1.9,34.91,0.496,0.456
45,RABAT-SALE-ZEMMOUR-ZAER,KHEMISSET Tiddas (AC),18.6,19.78,2.28,39.5,0.663,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Marchouch,18.06,21.76,1.93,36.73,0.561,0.382
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Ouribel,17.45,22.58,1.79,34.34,0.533,0.368
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Tiddas,17.38,21.51,1.81,35.39,0.528,0.221
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Rommani (M),17.37,18.86,2.32,40.01,0.701,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Sidi Allal El Bahraoui,17.29,21.14,1.9,36.72,0.493,0.34
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Sidi Abderrazak,16.5,20.42,1.79,37.74,0.525,0.433
45,RABAT-SALE-ZEMMOUR-ZAER,Salé Sidi Bouknadel,15.63,20.55,1.6,37.2,0.56,0.564
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Siberne,15.27,21.57,1.37,34.2,0.544,0.42
45,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Skhirate (M),15.21,22.29,1.73,38.94,0.626,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Malek,14.53,20.63,1.44,34.69,0.534,0.288
45,RABAT-SALE-ZEMMOUR-ZAER,Salé Layayda (AR),13.87,20.91,1.55,34.88,0.64,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Maaziz,13.81,18.05,1.38,36.74,0.516,0.317
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Tiflet (M),13.21,18.06,1.62,36.6,0.638,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Belkacem,13.09,20.25,1.24,34.15,0.526,0.318
45,RABAT-SALE-ZEMMOUR-ZAER,KHEMISSET Oulmes (AC),12.84,18.65,1.49,38.0,0.644,
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Sidi El Ghandour,12.56,19.06,1.19,34.3,0.585,0.489
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Majmaa Tolba,12.5,19.23,1.2,34.01,0.572,0.389
45,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Sabbah,12.33,18.41,1.18,37.26,0.598,0.678
45,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Sidi Yahya Zaer,11.89,18.27,1.1,37.3,0.585,0.551
45,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Ait Bouyahya El,11.69,17.13,1.15,35.82,0.625,0.426
46,RABAT-SALE-ZEMMOUR-ZAER,Hajjama Khemisset Sidi Allal Lamsadder,11.31,16.78,1.14,35.6,0.561,0.294
46,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Mers El Kheir,10.74,17.66,0.97,36.29,0.633,0.591
46,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Khémisset (M),9.61,14.51,1.13,37.38,0.646,
46,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara El Menzeh,9.58,15.63,0.86,39.59,0.611,0.673
46,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Houderrane,8.85,15.28,0.76,34.81,0.493,0.555
46,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Oumazza,8.77,14.99,0.82,35.41,0.627,0.567
46,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Témara (M),8.51,13.99,0.94,40.87,0.703,
46,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Khemis Sidi Yahya,8.13,14.97,0.72,34.34,0.619,0.372
46,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Ain Attig,7.62,14.53,0.62,35.52,0.623,0.744
46,RABAT-SALE-ZEMMOUR-ZAER,Khemisset Sidi Allal El Bahraoui (AC),6.11,12.65,0.62,36.12,0.686,
46,RABAT-SALE-ZEMMOUR-ZAER,Salé Bouknadel (AC),4.78,12.29,0.46,31.12,0.622,
46,RABAT-SALE-ZEMMOUR-ZAER,Salé Hssaine (AR),4.47,8.05,0.47,37.27,0.719,
46,RABAT-SALE-ZEMMOUR-ZAER,Salé Bab Lamrissa (AR),4.34,8.11,0.45,38.01,0.726,
46,RABAT-SALE-ZEMMOUR-ZAER,Salé Tabriquet (AR),4.2,8.62,0.41,35.78,0.706,
46,RABAT-SALE-ZEMMOUR-ZAER,Rabat Yacoub El Mansour (AR),3.16,7.22,0.28,36.81,0.737,
46,RABAT-SALE-ZEMMOUR-ZAER,Salé Bettana (AR),3.12,6.7,0.3,37.54,0.739,
46,RABAT-SALE-ZEMMOUR-ZAER,Skhirate- Temara Harhoura (M),3.05,6.06,0.31,42.55,0.715,
46,RABAT-SALE-ZEMMOUR-ZAER,Rabat El Youssoufia (AR),2.57,5.67,0.25,34.96,0.726,
46,RABAT-SALE-ZEMMOUR-ZAER,Rabat Souissi (AR),2.29,4.5,0.24,39.68,0.774,
46,RABAT-SALE-ZEMMOUR-ZAER,Rabat Hassan (AR),1.66,3.45,0.15,39.41,0.776,
46,RABAT-SALE-ZEMMOUR-ZAER,Rabat Agdal Riyad (AR),1.4,2.66,0.14,39.06,0.82,
46,RABAT-SALE-ZEMMOUR-ZAER,Rabat Touarga (M),0.2,0.6,0.01,26.18,0.763,
47,DOUKALA-ABDA,Safi Laamamra,40.09,33.46,3.49,25.89,0.355,0.169
47,DOUKALA-ABDA,Safi Ras El Ain,34.97,34.01,2.98,26.42,0.427,0.319
47,DOUKALA-ABDA,El-Jadida Oulad Boussaken,33.35,31.8,3.07,28.48,0.474,0.229
47,DOUKALA-ABDA,El-Jadida Mogress,33.29,32.25,2.95,27.56,0.476,0.264
47,DOUKALA-ABDA,Safi Sidi Chiker,33.16,33.02,2.81,26.75,0.436,0.293
47,DOUKALA-ABDA,El-Jadida Oulad Aissa,33.08,34.04,2.56,26.81,0.478,0.416
47,DOUKALA-ABDA,El-Jadida Oulad Amrane,31.29,32.99,2.59,26.83,0.495,0.288
47,DOUKALA-ABDA,Safi Jdour,30.48,33.51,2.47,27.06,0.494,0.211
47,DOUKALA-ABDA,Safi Lamrasla,30.23,34.61,2.33,25.44,0.443,0.216
47,DOUKALA-ABDA,Safi Jnane Bouih,30.2,34.68,2.25,25.64,0.444,0.16
47,DOUKALA-ABDA,El-Jadida Zaouiat Saiss,29.95,33.17,2.35,27.38,0.512,0.357
47,DOUKALA-ABDA,El-Jadida Tamda,29.9,31.1,2.59,29.32,0.473,0.235
47,DOUKALA-ABDA,Safi Lakhoualqa,29.16,33.11,2.4,26.92,0.462,0.465
47,DOUKALA-ABDA,El-Jadida Metrane,27.91,31.12,2.33,28.9,0.469,0.408
47,DOUKALA-ABDA,Safi Esbiaat,27.41,32.7,2.21,27.54,0.501,0.421
47,DOUKALA-ABDA,Safi Ayir,27.15,35.43,1.78,25.52,0.519,0.402
47,DOUKALA-ABDA,Safi El Ghiate,26.61,33.02,1.98,27.12,0.484,0.145
47,DOUKALA-ABDA,El-Jadida Khmis Ksiba,26.49,30.47,2.15,29.0,0.452,0.433
47,DOUKALA-ABDA,Safi El Beddouza,26.44,35.75,1.69,24.92,0.442,0.411
47,DOUKALA-ABDA,El-Jadida Sidi M'Hamed Akhdim,26.15,31.48,2.06,27.75,0.497,0.338
47,DOUKALA-ABDA,El-Jadida Bni Tsiriss,25.54,32.08,1.95,27.23,0.48,0.279
47,DOUKALA-ABDA,El-Jadida Koudiat Bni Dghough,25.38,31.14,1.97,28.23,0.481,0.294
47,DOUKALA-ABDA,Safi Laakarta (AC),25.28,26.36,3.15,38.32,0.584,
47,DOUKALA-ABDA,Safi Ighoud,25.05,35.43,1.64,24.73,0.412,0.158
47,DOUKALA-ABDA,El-Jadida Oulad Sidi Ali Ben Yousse,25.02,33.23,1.8,26.29,0.485,0.464
47,DOUKALA-ABDA,El-Jadida Oulad Hamdane,24.18,30.66,1.86,29.02,0.436,0.216
47,DOUKALA-ABDA,El jadida Sebt Lamaarif (AC),23.91,23.25,3.65,39.46,0.585,
47,DOUKALA-ABDA,El-Jadida Jabria,23.39,30.11,1.82,28.65,0.425,0.506
47,DOUKALA-ABDA,Safi El Gantour,23.33,32.39,1.66,27.3,0.519,0.411
47,DOUKALA-ABDA,Safi Oulad Salmane,23.19,32.04,1.61,27.22,0.475,0.196
47,DOUKALA-ABDA,Safi Atiamim,23.1,32.43,1.64,26.18,0.507,0.488
47,DOUKALA-ABDA,El-Jadida Oulad Hcine,22.65,30.75,1.68,28.11,0.402,0.225
47,DOUKALA-ABDA,El Jadida Karia (AC),22.36,25.68,2.9,37.44,0.586,
47,DOUKALA-ABDA,El-Jadida Oulad Ghanem,22.17,31.62,1.49,27.34,0.523,0.451
47,DOUKALA-ABDA,Safi Sidi Ettiji,21.88,33.62,1.39,25.8,0.481,0.224
47,DOUKALA-ABDA,Safi Nagga,21.62,31.9,1.49,26.87,0.489,0.258
47,DOUKALA-ABDA,El-Jadida Sidi Abed,21.24,31.13,1.44,27.69,0.508,0.413
47,DOUKALA-ABDA,Safi Hrara,21.16,33.6,1.28,25.25,0.529,0.349
47,DOUKALA-ABDA,El-Jadida Chaibate,20.98,30.28,1.49,27.81,0.504,0.219
47,DOUKALA-ABDA,El-Jadida Chtouka,20.83,33.11,1.28,25.75,0.472,0.353
48,DOUKALA-ABDA,El-Jadida Oulad Frej,20.74,29.56,1.53,28.56,0.522,0.378
48,DOUKALA-ABDA,Safi Moul El Bergui,20.7,31.2,1.4,27.47,0.529,0.341
48,DOUKALA-ABDA,El-Jadida Zaouiat Lakouacem,20.35,30.54,1.45,27.2,0.483,0.275
48,DOUKALA-ABDA,El-Jadida Oulad Rahmoune,20.21,31.43,1.34,27.24,0.459,0.362
48,DOUKALA-ABDA,El-Jadida Loualidia,19.97,33.98,1.18,25.03,0.454,0.502
48,DOUKALA-ABDA,El-Jadida Laaounate,19.6,30.6,1.32,27.03,0.541,0.386
48,DOUKALA-ABDA,Safi Khatazakane,18.39,31.64,1.09,26.55,0.537,0.281
48,DOUKALA-ABDA,El-Jadida Laamria,17.44,28.57,1.19,27.74,0.524,0.372
48,DOUKALA-ABDA,Safi Dar Si Aissa,17.26,32.16,1.03,25.53,0.525,0.453
48,DOUKALA-ABDA,SAFI Hrara (AC),17.09,21.99,2.28,37.51,0.617,
48,DOUKALA-ABDA,El-Jadida Si Hsaien Ben Abderrahman,16.9,28.61,1.08,27.45,0.538,0.257
48,DOUKALA-ABDA,El-Jadida Saniat Berguig,16.6,27.75,1.12,28.66,0.526,0.497
48,DOUKALA-ABDA,El-Jadida Mettouh,16.15,28.36,1.01,27.52,0.529,0.387
48,DOUKALA-ABDA,El Jadida Oulad Ghadbane (AC),16.12,21.34,2.05,37.83,0.625,
48,DOUKALA-ABDA,El-Jadida Laghdira,15.97,29.38,0.98,26.7,0.517,0.433
48,DOUKALA-ABDA,El-Jadida Oulad Sbaita,15.85,28.44,1.03,27.74,0.517,0.517
48,DOUKALA-ABDA,Safi Lamsabih,15.83,32.52,0.83,24.78,0.489,0.292
48,DOUKALA-ABDA,Safi Ighoud (AC),15.73,19.44,2.19,40.93,0.657,
48,DOUKALA-ABDA,El-Jadida Kridid,15.73,29.48,0.93,26.58,0.507,0.452
48,DOUKALA-ABDA,Safi Jamaat Shaim (M),15.65,19.0,2.08,43.31,0.659,
48,DOUKALA-ABDA,El-Jadida Sebt Saiss,15.09,27.85,0.96,28.02,0.53,0.461
48,DOUKALA-ABDA,Safi Saadla,14.75,30.66,0.78,25.41,0.529,0.387
48,DOUKALA-ABDA,Safi Sebt Gzoula (M),14.43,18.99,1.89,41.62,0.644,
48,DOUKALA-ABDA,El-Jadida Sidi Smail,14.16,28.67,0.79,26.64,0.525,0.355
48,DOUKALA-ABDA,El-Jadida Boulaouane,13.98,26.6,0.92,28.29,0.573,0.491
48,DOUKALA-ABDA,Safi Bouguedra,13.72,29.02,0.75,26.46,0.567,0.258
48,DOUKALA-ABDA,Safi Echemmaia (M),13.22,17.41,1.71,42.23,0.67,
48,DOUKALA-ABDA,Safi Sidi Ahmed (AC),13.09,18.26,1.66,37.93,0.625,
48,DOUKALA-ABDA,El Jadida Oulad Si Bouhya,12.97,25.71,0.79,27.81,0.506,0.54
48,DOUKALA-ABDA,El Jadida Bouhmame,12.62,26.05,0.73,27.37,0.515,0.525
48,DOUKALA-ABDA,El Jadida Sidi Ali Ben Hamdouche (AC),12.39,15.92,1.66,42.06,0.629,
48,DOUKALA-ABDA,El Jadida M'Tal,12.35,24.95,0.76,28.63,0.462,0.476
48,DOUKALA-ABDA,Safi Sidi Aissa,12.21,28.59,0.62,26.31,0.544,0.263
48,DOUKALA-ABDA,El Jadida Lgharbia,12.13,26.57,0.67,27.38,0.545,0.48
48,DOUKALA-ABDA,Safi Lamaachate,12.09,27.8,0.65,25.6,0.497,0.349
48,DOUKALA-ABDA,El Jadida Bni Hilal,11.67,25.95,0.66,26.78,0.522,0.406
48,DOUKALA-ABDA,El Jadida Loualidia (AC),11.56,15.91,1.42,43.34,0.659,
48,DOUKALA-ABDA,Safi Lahdar,11.45,25.99,0.64,26.27,0.534,0.501
49,DOUKALA-ABDA,El Jadida Laaounate (AC),11.36,14.02,1.61,43.81,0.694,
49,DOUKALA-ABDA,El Jadida Lbir Jdid (M),11.31,14.45,1.54,43.17,0.678,
49,DOUKALA-ABDA,El Jadida Sidi Smail (AC),11.18,14.7,1.52,43.72,0.688,
49,DOUKALA-ABDA,El Jadida Azemmour (M),10.94,13.76,1.49,44.73,0.66,
49,DOUKALA-ABDA,El Jadida Moulay Abdellah (AC),10.81,15.6,1.41,40.31,0.671,
49,DOUKALA-ABDA,El Jadida Haouzia,10.76,25.9,0.55,26.72,0.53,0.472
49,DOUKALA-ABDA,El Jadida Oulad Frej (AC),10.31,14.1,1.32,43.97,0.67,
49,DOUKALA-ABDA,El Jadida Laatatra,10.04,23.55,0.56,27.32,0.501,0.509
49,DOUKALA-ABDA,El Jadida Sidi Ali Ben Hamdouche,10.02,27.22,0.47,25.17,0.514,0.477
49,DOUKALA-ABDA,Safi Bouguedra (AC),9.87,14.13,1.2,40.47,0.641,
49,DOUKALA-ABDA,El Jadida Sidi Bennour (M),9.81,12.48,1.33,44.42,0.692,
49,DOUKALA-ABDA,El Jadida Laagagcha,9.55,23.16,0.51,27.24,0.536,0.478
49,DOUKALA-ABDA,El Jadida Lamharza Essahel,9.32,26.14,0.42,25.12,0.567,0.415
49,DOUKALA-ABDA,El Jadida Zemamra (M),8.83,11.37,1.2,44.18,0.648,
49,DOUKALA-ABDA,Safi Atouabet,8.78,23.19,0.43,27.04,0.52,0.285
49,DOUKALA-ABDA,El Jadida Laghnadra,8.77,22.74,0.46,27.92,0.541,0.708
49,DOUKALA-ABDA,Safi El Gouraani,8.12,23.56,0.38,25.61,0.587,0.55
