page,region,label,taux_pauvrete,vulnerabilite,severite,inegalite,idh,ids
65,TANGER – TETOUAN,Chefchaouen Bni Ahmed Cherqia,17.98,20.09,2.48,40.44,0.523,0.449
65,TANGER – TETOUAN,Chefchaouen Bni Mansour,17.77,24.04,2.22,36.22,0.434,0.11
65,TANGER – TETOUAN,Tanger-Assilah Lkhaloua,17.66,20.61,2.25,38.73,0.553,0.485
65,TANGER – TETOUAN,Chefchaouen Oued Malha,16.94,21.55,2.23,37.67,0.507,0.287
65,TANGER – TETOUAN,Chefchaouen Steha,16.94,22.07,2.14,39.21,0.521,0.278
65,TANGER – TETOUAN,Fahs-Anjra Ksar El Majaz,16.85,20.71,2.17,38.41,0.495,0.569
65,TANGER – TETOUAN,Tetouan Zaouiat Sidi Kacem,16.82,22.41,2.01,38.64,0.469,0.209
65,TANGER – TETOUAN,Fahs-Anjra Taghramt,16.42,20.43,2.11,40.86,0.595,0.401
65,TANGER – TETOUAN,Tetouan AL Khrroub,16.32,19.08,2.15,37.98,0.512,0.432
65,TANGER – TETOUAN,Tanger-Assilah Dar Chaoui,16.22,20.4,2.12,35.54,0.509,0.496
65,TANGER – TETOUAN,Chefchaouen Moqrisset,16.09,19.5,2.18,38.75,0.581,0.194
65,TANGER – TETOUAN,Tetouan Allyene,15.94,19.88,2.07,36.96,0.569,0.239
65,TANGER – TETOUAN,Larache Tatoft,15.84,21.5,1.97,36.19,0.473,0.297
65,TANGER – TETOUAN,Tanger-Assilah Boukhalef,15.82,19.05,2.14,39.22,0.628,0.693
65,TANGER – TETOUAN,Fahs-Anjra Malloussa,15.78,20.15,2.02,37.27,0.492,0.454
65,TANGER – TETOUAN,Chefchaouen Tamorot,15.52,20.35,2.03,39.37,0.538,0.13
65,TANGER – TETOUAN,Larache Khemis Sahel (AC),15.47,18.42,1.74,35.73,0.638,
65,TANGER – TETOUAN,Tetouan Saddina,15.41,20.23,1.97,36.96,0.574,0.524
65,TANGER – TETOUAN,Larache Zaaroura,15.09,19.66,1.9,38.1,0.519,0.363
65,TANGER – TETOUAN,Larache Bou Jedyane,14.91,19.26,1.96,37.78,0.531,0.369
65,TANGER – TETOUAN,Chefchaouen Ain Beida,14.7,19.64,1.92,38.16,0.568,0.252
65,TANGER – TETOUAN,Tetouan Al Hamra,14.46,19.71,1.83,36.66,0.491,0.452
65,TANGER – TETOUAN,Tanger-Assilah Sidi Lyamani,14.43,19.58,1.82,37.03,0.55,0.542
65,TANGER – TETOUAN,Chefchaouen Mansoura,14.32,19.09,1.89,37.69,0.49,0.359
65,TANGER – TETOUAN,Chefchaouen Derdara,14.25,19.37,1.85,37.54,0.511,0.231
65,TANGER – TETOUAN,Tanger-Assilah Sahel Chamali,14.23,18.93,1.81,37.45,0.483,0.509
65,TANGER – TETOUAN,Chefchaouen Tassift,14.21,19.74,1.83,36.72,0.491,0.259
65,TANGER – TETOUAN,Tanger-Assilah Bni Makada (AR),14.08,17.57,1.58,39.33,0.656,
65,TANGER – TETOUAN,Chefchaouen Iounane,13.66,18.44,1.82,40.32,0.526,0.31
65,TANGER – TETOUAN,Tétouan Dar Bni Karrich (AC),13.47,16.01,1.55,38.19,0.654,
65,TANGER – TETOUAN,Larache Rissana Chamalia,13.3,20.03,1.61,36.83,0.54,0.47
65,TANGER – TETOUAN,Larache Souk Tolba,13.06,20.11,1.63,34.55,0.501,0.406
65,TANGER – TETOUAN,Fahs-Anjra Laaouama,12.62,17.53,1.68,38.74,0.621,0.674
65,TANGER – TETOUAN,Tetouan Bni Said,12.58,17.84,1.54,37.36,0.527,0.399
65,TANGER – TETOUAN,Chefchaouen Brikcha,12.41,17.63,1.56,36.54,0.533,0.321
65,TANGER – TETOUAN,Chefchaouen Bni Faghloum,12.22,17.51,1.56,37.97,0.556,0.139
65,TANGER – TETOUAN,Chefchaouen Bni Ahmed Gharbia,11.82,17.48,1.47,36.64,0.51,0.381
65,TANGER – TETOUAN,Chefchaouen Bni Darkoul,11.63,15.95,1.53,38.82,0.607,0.595
65,TANGER – TETOUAN,Tetouan Mallalienne,11.63,16.16,1.48,40.67,0.591,0.563
65,TANGER – TETOUAN,Tanger – Assilah Dar Chaoui (AC),11.14,14.64,1.18,39.91,0.681,
66,TANGER – TETOUAN,Chefchaouen Bab Taza,11.06,15.64,1.41,39.21,0.564,0.465
66,TANGER – TETOUAN,Tetouan Azla,11.02,15.91,1.33,40.95,0.584,0.589
66,TANGER – TETOUAN,Tetouan Fnidq (M),11.0,15.09,1.18,37.83,0.685,
66,TANGER – TETOUAN,Larache Bni Arouss,10.91,16.37,1.35,36.63,0.548,0.453
66,TANGER – TETOUAN,Tetouan M'Diq (M),10.75,14.81,1.13,39.28,0.661,
66,TANGER – TETOUAN,Larache Oulad Ouchih,10.74,16.2,1.36,37.35,0.573,0.723
66,TANGER – TETOUAN,Chefchaouen Bab Taza (AC),10.46,14.15,1.08,40.45,0.713,
66,TANGER – TETOUAN,Tetouan Al Oued,10.21,15.82,1.31,35.78,0.474,0.458
66,TANGER – TETOUAN,Chefchaouen Jebha (AC),9.97,13.29,1.13,39.93,0.629,
66,TANGER – TETOUAN,Chefchaouen Bab Berred (AC),9.77,14.24,0.98,40.03,0.663,
66,TANGER – TETOUAN,Chefchaouen Zoumi,9.68,14.61,1.2,38.4,0.563,0.207
66,TANGER – TETOUAN,Larache Ksar El Kebir (M),9.2,13.53,0.94,39.06,0.684,
66,TANGER – TETOUAN,Chefchaouen Brikcha (AC),9.02,15.27,0.86,33.51,0.655,
66,TANGER – TETOUAN,Tanger – Assilah Gueznaia (AC),8.88,12.81,0.89,37.9,0.712,
66,TANGER – TETOUAN,Larache Larache (M),8.7,12.57,0.9,39.92,0.685,
66,TANGER – TETOUAN,Chefchaouen Chefchaouen (M),8.57,12.26,0.92,40.38,0.705,
66,TANGER – TETOUAN,Tanger-Assilah Charf-Mghogha (AR),7.93,12.24,0.78,39.5,0.709,
66,TANGER – TETOUAN,Tetouan Tétouan (M),7.42,11.82,0.72,40.21,0.693,
66,TANGER – TETOUAN,Chefchaouen Kalaat Bouqorra,6.93,11.28,0.86,38.96,0.551,0.318
66,TANGER – TETOUAN,Chefchaouen Zoumi (AC),6.8,10.8,0.66,38.21,0.697,
66,TANGER – TETOUAN,Tetouan Martil (M),6.66,10.55,0.65,41.85,0.729,
66,TANGER – TETOUAN,Chefchaouen Bab Berred,6.5,9.61,0.8,38.39,0.561,0.449
66,TANGER – TETOUAN,Chefchaouen Moqrisset (AC),6.39,10.01,0.65,36.8,0.651,
66,TANGER – TETOUAN,Tanger-Assilah S - Tnine Sidi Lyamani (AC),5.97,10.25,0.53,35.41,0.702,
66,TANGER – TETOUAN,Tanger-Assilah Tanger-Médina (AR),5.68,9.11,0.55,42.59,0.74,
66,TANGER – TETOUAN,Tanger-Assilah Assilah (M),5.6,9.73,0.52,40.13,0.702,
66,TANGER – TETOUAN,Tetouan Karia (AC),5.35,6.39,0.55,37.62,0.711,
66,TANGER – TETOUAN,Tanger-Assilah Charf-Souani (AR),3.48,6.95,0.29,39.61,0.745,
